Player,Season,2015/16(*),2016/17(*),2017/18(*),2018/19(*),2019/20(*),2020/21(*),2021/22(*),2022/23(*),2023/24(*)
Bruno Fernando,2021,,,,,,,2061329.0,,
Bruno Fernando,2022,,,,,,,,2881217.0,
Bruno Fernando,2023,,,,,,,,,2658229.0
Bryce Cotton,2015,130887.0,,,,,,,,
Bryce Dejean-Jones,2015,81328.0,,,,,,,,
Bryce McGowens,2022,,,,,,,,1549139.0,
Bryce McGowens,2023,,,,,,,,,1770967.0
Bryn Forbes,2016,,708432.0,,,,,,,
Bryn Forbes,2017,,,1683531.0,,,,,,
Bryn Forbes,2018,,,,3896189.0,,,,,
Bryn Forbes,2019,,,,,3526362.0,,,,
Bryn Forbes,2020,,,,,,2848258.0,,,
Bryn Forbes,2021,,,,,,,5203563.0,,
Bryn Forbes,2022,,,,,,,,2436950.0,
Buddy Boeheim,2022,,,,,,,,539571.0,
Buddy Boeheim,2023,,,,,,,,,172261.0
Buddy Hield,2016,,4584787.0,,,,,,,
Buddy Hield,2017,,,4714106.0,,,,,,
Buddy Hield,2018,,,,4779857.0,,,,,
Buddy Hield,2019,,,,,5962566.0,,,,
Buddy Hield,2020,,,,,,30384192.0,,,
Buddy Hield,2021,,,,,,,26680677.0,,
Buddy Hield,2022,,,,,,,,22454514.0,
Buddy Hield,2023,,,,,,,,,19895988.0
CJ Elleby,2020,,,,,,1094762.0,,,
CJ Elleby,2021,,,,,,,1755313.0,,
CJ Fair,2017,,,106381.0,,,,,,
CJ McCollum,2015,3324458.0,,,,,,,,
CJ McCollum,2016,,4196828.0,,,,,,,
CJ McCollum,2017,,,30733977.0,,,,,,
CJ McCollum,2018,,,,32116776.0,,,,,
CJ McCollum,2019,,,,,33800289.0,,,,
CJ McCollum,2020,,,,,,35773654.0,,,
CJ McCollum,2021,,,,,,,35689739.0,,
CJ McCollum,2022,,,,,,,,35342933.0,
CJ McCollum,2023,,,,,,,,,36866302.0
CJ Miles,2015,5785145.0,,,,,,,,
CJ Miles,2016,,5974679.0,,,,,,,
CJ Miles,2017,,,10179227.0,,,,,,
CJ Miles,2018,,,,10389838.0,,,,,
CJ Miles,2021,,,,,,,175557.0,,
CJ Watson,2015,6582669.0,,,,,,,,
CJ Watson,2016,,6517666.0,,,,,,,
CJ Watson,2017,,,427527.0,,,,,,
CJ Wilcox,2015,1526757.0,,,,,,,,
CJ Wilcox,2016,,1576753.0,,,,,,,
CJ Wilcox,2017,,,99079.0,,,,,,
CJ Williams,2017,,,99079.0,,,,,,
CJ Williams,2018,,,,96313.0,,,,,
Cade Cunningham,2021,,,,,,,11621431.0,,
Cade Cunningham,2022,,,,,,,,11189007.0,
Cade Cunningham,2023,,,,,,,,,11383858.0
Caleb Homesley,2020,,,,,,24373.0,,,
Caleb Houstan,2022,,,,,,,,2120576.0,
Caleb Houstan,2023,,,,,,,,,2059427.0
Caleb Martin,2019,,,,,1101831.0,,,,
Caleb Martin,2020,,,,,,1849950.0,,,
Caleb Martin,2021,,,,,,,975970.0,,
Caleb Martin,2022,,,,,,,,6869606.0,
Caleb Martin,2023,,,,,,,,,7005092.0
Caleb Swanigan,2017,,,1880163.0,,,,,,
Caleb Swanigan,2018,,,,2169398.0,,,,,
Caleb Swanigan,2019,,,,,2493794.0,,,,
Cam Reddish,2019,,,,,5207634.0,,,,
Cam Reddish,2020,,,,,,5432926.0,,,
Cam Reddish,2021,,,,,,,5400328.0,,
Cam Reddish,2022,,,,,,,,6313436.0,
Cam Reddish,2023,,,,,,,,,2229330.0
Cam Reynolds,2018,,,,135840.0,,,,,
Cam Reynolds,2019,,,,,97595.0,,,,
Cam Reynolds,2020,,,,,,40581.0,,,
Cam Thomas,2021,,,,,,,2354647.0,,
Cam Thomas,2022,,,,,,,,2267065.0,
Cam Thomas,2023,,,,,,,,,2306724.0
Cameron Bairstow,2015,1112548.0,,,,,,,,
Cameron Johnson,2019,,,,,4947259.0,,,,
Cameron Johnson,2020,,,,,,5161353.0,,,
Cameron Johnson,2021,,,,,,,5130714.0,,
Cameron Johnson,2022,,,,,,,,6242868.0,
Cameron Johnson,2023,,,,,,,,,26442383.0
Cameron McGriff,2021,,,,,,,61489.0,,
Cameron Oliver,2017,,,384774.0,,,,,,
Cameron Oliver,2020,,,,,,52489.0,,,
Cameron Oliver,2021,,,,,,,98957.0,,
Cameron Payne,2015,2661399.0,,,,,,,,
Cameron Payne,2016,,2753688.0,,,,,,,
Cameron Payne,2017,,,2826093.0,,,,,,
Cameron Payne,2018,,,,4289368.0,,,,,
Cameron Payne,2019,,,,,240759.0,,,,
Cameron Payne,2020,,,,,,2409366.0,,,
Cameron Payne,2021,,,,,,,7516258.0,,
Cameron Payne,2022,,,,,,,,6361728.0,
Cameron Payne,2023,,,,,,,,,9670523.0
Cameron Whitmore,2023,,,,,,,,,3313784.0
Caris LeVert,2016,,2036484.0,,,,,,,
Caris LeVert,2017,,,2093790.0,,,,,,
Caris LeVert,2018,,,,2123018.0,,,,,
Caris LeVert,2019,,,,,3220601.0,,,,
Caris LeVert,2020,,,,,,19747315.0,,,
Caris LeVert,2021,,,,,,,20236081.0,,
Caris LeVert,2022,,,,,,,,19929487.0,
Caris LeVert,2023,,,,,,,,,15841754.0
Carl Landry,2015,8886603.0,,,,,,,,
Carl Landry,2016,,8798850.0,,,,,,,
Carlik Jones,2021,,,,,,,122978.0,,
Carlik Jones,2022,,,,,,,,649068.0,
Carmelo Anthony,2015,30115711.0,,,,,,,,
Carmelo Anthony,2016,,32013970.0,,,,,,,
Carmelo Anthony,2017,,,33659787.0,,,,,,
Carmelo Anthony,2018,,,,2984651.0,,,,,
Carmelo Anthony,2019,,,,,2648180.0,,,,
Carmelo Anthony,2020,,,,,,3125642.0,,,
Carmelo Anthony,2021,,,,,,,3054712.0,,
Caron Butler,2015,1973730.0,,,,,,,,
Caron Butler,2016,,2022639.0,,,,,,,
Carrick Felix,2017,,,180717.0,,,,,,
Carsen Edwards,2019,,,,,1506248.0,,,,
Carsen Edwards,2020,,,,,,1849950.0,,,
Carsen Edwards,2021,,,,,,,2150071.0,,
Cartier Martin,2015,1673267.0,,,,,,,,
Cason Wallace,2023,,,,,,,,,5448579.0
Cassius Stanley,2020,,,,,,573625.0,,,
Cassius Stanley,2021,,,,,,,296873.0,,
Cassius Winston,2020,,,,,,547332.0,,,
Cassius Winston,2021,,,,,,,534959.0,,
Cedi Osman,2017,,,3389682.0,,,,,,
Cedi Osman,2018,,,,3459816.0,,,,,
Cedi Osman,2019,,,,,3565788.0,,,,
Cedi Osman,2020,,,,,,10773939.0,,,
Cedi Osman,2021,,,,,,,9404960.0,,
Cedi Osman,2022,,,,,,,,7873792.0,
Cedi Osman,2023,,,,,,,,,6918485.0
Chandler Hutchison,2018,,,,2482988.0,,,,,
Chandler Hutchison,2019,,,,,2860732.0,,,,
Chandler Hutchison,2020,,,,,,2977799.0,,,
Chandler Hutchison,2021,,,,,,,4884626.0,,
Chandler Parsons,2015,20223934.0,,,,,,,,
Chandler Parsons,2016,,28829921.0,,,,,,,
Chandler Parsons,2017,,,29643052.0,,,,,,
Chandler Parsons,2018,,,,30056461.0,,,,,
Chandler Parsons,2019,,,,,30789760.0,,,,
Channing Frye,2015,10786399.0,,,,,,,,
Channing Frye,2016,,10176647.0,,,,,,,
Channing Frye,2017,,,9517931.0,,,,,,
Channing Frye,2018,,,,2984651.0,,,,,
Charles Bassey,2021,,,,,,,1069919.0,,
Charles Bassey,2022,,,,,,,,2835996.0,
Charles Bassey,2023,,,,,,,,,2677256.0
Charles Bediako,2023,,,,,,,,,221952.0
Charles Cooke,2017,,,99079.0,,,,,,
Charles Cooke,2018,,,,95049.0,,,,,
Charlie Brown,2019,,,,,97595.0,,,,
Charlie Brown,2020,,,,,,265484.0,,,
Charlie Brown,2021,,,,,,,498559.0,,
Charlie Brown,2023,,,,,,,,,576415.0
Charlie Villanueva,2015,1973730.0,,,,,,,,
Chase Budinger,2015,6922442.0,,,,,,,,
Chasson Randle,2016,,705432.0,,,,,,,
Chasson Randle,2017,,,1683531.0,,,,,,
Chasson Randle,2018,,,,1216638.0,,,,,
Chasson Randle,2019,,,,,112300.0,,,,
Chasson Randle,2020,,,,,,341144.0,,,
Chaundee Brown,2021,,,,,,,175246.0,,
Cheick Diallo,2016,,708432.0,,,,,,,
Cheick Diallo,2017,,,1683531.0,,,,,,
Cheick Diallo,2018,,,,1926214.0,,,,,
Cheick Diallo,2019,,,,,2059216.0,,,,
Cheick Diallo,2021,,,,,,,118908.0,,
Chet Holmgren,2022,,,,,,,,10487563.0,
Chet Holmgren,2023,,,,,,,,,10694609.0
Chima Moneke,2022,,,,,,,,530144.0,
Chimezie Metu,2018,,,,1045380.0,,,,,
Chimezie Metu,2019,,,,,1737855.0,,,,
Chimezie Metu,2020,,,,,,1110099.0,,,
Chimezie Metu,2021,,,,,,,2038404.0,,
Chimezie Metu,2022,,,,,,,,2026061.0,
Chimezie Metu,2023,,,,,,,,,2777404.0
Chinanu Onuaku,2016,,708432.0,,,,,,,
Chinanu Onuaku,2017,,,1683531.0,,,,,,
Chris Andersen,2015,6582669.0,,,,,,,,
Chris Andersen,2016,,2022639.0,,,,,,,
Chris Bosh,2015,29217479.0,,,,,,,,
Chris Bosh,2016,,30947263.0,,,,,,,
Chris Bosh,2017,,,32435729.0,,,,,,
Chris Bosh,2018,,,,33460749.0,,,,,
Chris Boucher,2017,,,99079.0,,,,,,
Chris Boucher,2018,,,,570299.0,,,,,
Chris Boucher,2019,,,,,1948062.0,,,,
Chris Boucher,2020,,,,,,7921494.0,,,
Chris Boucher,2021,,,,,,,8117559.0,,
Chris Boucher,2022,,,,,,,,13455054.0,
Chris Boucher,2023,,,,,,,,,12099139.0
Chris Chiozza,2018,,,,171275.0,,,,,
Chris Chiozza,2019,,,,,97595.0,,,,
Chris Chiozza,2020,,,,,,547332.0,,,
Chris Chiozza,2021,,,,,,,534959.0,,
Chris Clemons,2019,,,,,690978.0,,,,
Chris Clemons,2020,,,,,,1849950.0,,,
Chris Clemons,2021,,,,,,,98957.0,,
Chris Copeland,2015,1514013.0,,,,,,,,
Chris Duarte,2021,,,,,,,4335609.0,,
Chris Duarte,2022,,,,,,,,4174311.0,
Chris Duarte,2023,,,,,,,,,4246952.0
Chris Kaman,2015,6582669.0,,,,,,,,
Chris Livingston,2023,,,,,,,,,1152829.0
Chris McCullough,2015,1501164.0,,,,,,,,
Chris McCullough,2016,,1553133.0,,,,,,,
Chris McCullough,2017,,,1887168.0,,,,,,
Chris Paul,2015,28264263.0,,,,,,,,
Chris Paul,2016,,29810278.0,,,,,,,
Chris Paul,2017,,,31126942.0,,,,,,
Chris Paul,2018,,,,44452903.0,,,,,
Chris Paul,2019,,,,,47230546.0,,,,
Chris Paul,2020,,,,,,50403633.0,,,
Chris Paul,2021,,,,,,,35615504.0,,
Chris Paul,2022,,,,,,,,30112179.0,
Chris Paul,2023,,,,,,,,,31715190.0
Chris Silva,2019,,,,,572703.0,,,,
Chris Silva,2020,,,,,,1849950.0,,,
Chris Silva,2021,,,,,,,554641.0,,
Chris Silva,2022,,,,,,,,223768.0,
Christapher Johnson,2015,1291977.0,,,,,,,,
Christian Braun,2022,,,,,,,,2977924.0,
Christian Braun,2023,,,,,,,,,3036750.0
Christian Koloko,2022,,,,,,,,1590432.0,
Christian Koloko,2023,,,,,,,,,1770967.0
Christian Wood,2015,447308.0,,,,,,,,
Christian Wood,2016,,1140117.0,,,,,,,
Christian Wood,2018,,,,1885881.0,,,,,
Christian Wood,2019,,,,,2018130.0,,,,
Christian Wood,2020,,,,,,15862334.0,,,
Christian Wood,2021,,,,,,,15803416.0,,
Christian Wood,2022,,,,,,,,15180630.0,
Christian Wood,2023,,,,,,,,,2790369.0
Chuck Hayes,2015,92880.0,,,,,,,,
Chuma Okeke,2020,,,,,,3803633.0,,,
Chuma Okeke,2021,,,,,,,3789443.0,,
Chuma Okeke,2022,,,,,,,,3640308.0,
Chuma Okeke,2023,,,,,,,,,5423206.0
Cleanthony Early,2015,1112548.0,,,,,,,,
Cliff Alexander,2015,691302.0,,,,,,,,
Clint Capela,2015,1636082.0,,,,,,,,
Clint Capela,2016,,1689692.0,,,,,,,
Clint Capela,2017,,,2994224.0,,,,,,
Clint Capela,2018,,,,19690535.0,,,,,
Clint Capela,2019,,,,,20724650.0,,,,
Clint Capela,2020,,,,,,21936446.0,,,
Clint Capela,2021,,,,,,,20355703.0,,
Clint Capela,2022,,,,,,,,19304553.0,
Clint Capela,2023,,,,,,,,,21228583.0
Coby White,2019,,,,,6509506.0,,,,
Coby White,2020,,,,,,6791377.0,,,
Coby White,2021,,,,,,,6750479.0,,
Coby White,2022,,,,,,,,7860927.0,
Coby White,2023,,,,,,,,,11441266.0
Cody Demps,2018,,,,59059.0,,,,,
Cody Martin,2019,,,,,1439136.0,,,,
Cody Martin,2020,,,,,,1849950.0,,,
Cody Martin,2021,,,,,,,2061329.0,,
Cody Martin,2022,,,,,,,,7422016.0,
Cody Martin,2023,,,,,,,,,7784637.0
Cody Zeller,2015,5534971.0,,,,,,,,
Cody Zeller,2016,,6932598.0,,,,,,,
Cody Zeller,2017,,,16140364.0,,,,,,
Cody Zeller,2018,,,,16866560.0,,,,,
Cody Zeller,2019,,,,,17750679.0,,,,
Cody Zeller,2020,,,,,,18787018.0,,,
Cody Zeller,2021,,,,,,,2763255.0,,
Cody Zeller,2022,,,,,,,,788771.0,
Cody Zeller,2023,,,,,,,,,3291427.0
Colby Jones,2023,,,,,,,,,2079719.0
Cole Aldrich,2015,1448979.0,,,,,,,,
Cole Aldrich,2016,,9964181.0,,,,,,,
Cole Aldrich,2017,,,9362852.0,,,,,,
Cole Aldrich,2018,,,,2493561.0,,,,,
Cole Aldrich,2020,,,,,,835217.0,,,
Cole Anthony,2020,,,,,,4003547.0,,,
Cole Anthony,2021,,,,,,,3988705.0,,
Cole Anthony,2022,,,,,,,,3831541.0,
Cole Anthony,2023,,,,,,,,,5704379.0
Cole Swider,2022,,,,,,,,539571.0,
Cole Swider,2023,,,,,,,,,576415.0
Colin Castleton,2023,,,,,,,,,576415.0
Collin Gillespie,2022,,,,,,,,539571.0,
Collin Gillespie,2023,,,,,,,,,576415.0
Collin Sexton,2018,,,,5079084.0,,,,,
Collin Sexton,2019,,,,,5844513.0,,,,
Collin Sexton,2020,,,,,,6083561.0,,,
Collin Sexton,2021,,,,,,,7342426.0,,
Collin Sexton,2022,,,,,,,,17706809.0,
Collin Sexton,2023,,,,,,,,,18045737.0
Corey Brewer,2015,10834250.0,,,,,,,,
Corey Brewer,2016,,9922720.0,,,,,,,
Corey Brewer,2017,,,10396119.0,,,,,,
Corey Brewer,2018,,,,3191663.0,,,,,
Corey Brewer,2019,,,,,224601.0,,,,
Corey Kispert,2021,,,,,,,3912663.0,,
Corey Kispert,2022,,,,,,,,3767033.0,
Corey Kispert,2023,,,,,,,,,3832636.0
Cory Jefferson,2015,477741.0,,,,,,,,
Cory Joseph,2015,9215736.0,,,,,,,,
Cory Joseph,2016,,9535346.0,,,,,,,
Cory Joseph,2017,,,9786104.0,,,,,,
Cory Joseph,2018,,,,9905671.0,,,,,
Cory Joseph,2019,,,,,14718731.0,,,,
Cory Joseph,2020,,,,,,15355512.0,,,
Cory Joseph,2021,,,,,,,8452900.0,,
Cory Joseph,2022,,,,,,,,5466314.0,
Cory Joseph,2023,,,,,,,,,3291427.0
Coty Clarke,2015,81327.0,,,,,,,,
Courtney Lee,2015,7471329.0,,,,,,,,
Courtney Lee,2016,,14654321.0,,,,,,,
Courtney Lee,2017,,,15067638.0,,,,,,
Courtney Lee,2018,,,,15277775.0,,,,,
Courtney Lee,2019,,,,,15650512.0,,,,
Craig Porter,2023,,,,,,,,,1544570.0
Craig Sword,2021,,,,,,,61489.0,,
Cristiano Felicio,2015,691302.0,,,,,,,,
Cristiano Felicio,2016,,1140117.0,,,,,,,
Cristiano Felicio,2017,,,10059935.0,,,,,,
Cristiano Felicio,2018,,,,10561453.0,,,,,
Cristiano Felicio,2019,,,,,10004444.0,,,,
Cristiano Felicio,2020,,,,,,9175552.0,,,
D'Angelo Russell,2015,6718430.0,,,,,,,,
D'Angelo Russell,2016,,6951482.0,,,,,,,
D'Angelo Russell,2017,,,7134185.0,,,,,,
D'Angelo Russell,2018,,,,8752023.0,,,,,
D'Angelo Russell,2019,,,,,33466715.0,,,,
D'Angelo Russell,2020,,,,,,34914596.0,,,
D'Angelo Russell,2021,,,,,,,34706036.0,,
D'Angelo Russell,2022,,,,,,,,33269452.0,
D'Angelo Russell,2023,,,,,,,,,17821973.0
D'Moi Hodge,2023,,,,,,,,,248454.0
DJ Augustin,2015,3949601.0,,,,,,,,
DJ Augustin,2016,,9450616.0,,,,,,,
DJ Augustin,2017,,,9298723.0,,,,,,
DJ Augustin,2018,,,,9039159.0,,,,,
DJ Augustin,2019,,,,,8892566.0,,,,
DJ Augustin,2020,,,,,,8124610.0,,,
DJ Augustin,2021,,,,,,,8814220.0,,
DJ Augustin,2022,,,,,,,,672156.0,
DJ Carton,2023,,,,,,,,,212015.0
DJ Kennedy,2016,,65176.0,,,,,,,
DJ Stephens,2018,,,,96313.0,,,,,
DJ Steward,2022,,,,,,,,53014.0,
DJ Stewart,2021,,,,,,,116830.0,,
DJ Wilson,2017,,,2738364.0,,,,,,
DJ Wilson,2018,,,,3159691.0,,,,,
DJ Wilson,2019,,,,,3631994.0,,,,
DJ Wilson,2020,,,,,,5542949.0,,,
DJ Wilson,2021,,,,,,,356725.0,,
DJ Wilson,2022,,,,,,,,265072.0,
DJ Wilson,2023,,,,,,,,,138870.0
DaQuan Jeffries,2019,,,,,1101831.0,,,,
DaQuan Jeffries,2020,,,,,,1761858.0,,,
DaQuan Jeffries,2021,,,,,,,110928.0,,
DaQuan Jeffries,2022,,,,,,,,847597.0,
DaQuan Jeffries,2023,,,,,,,,,1381400.0
Dahntay Jones,2016,,31313.0,,,,,,,
Dairis Bertans,2018,,,,242149.0,,,,,
Daishen Nix,2021,,,,,,,1067398.0,,
Daishen Nix,2022,,,,,,,,1657779.0,
Daishen Nix,2023,,,,,,,,,576415.0
Dakari Johnson,2017,,,1046093.0,,,,,,
Dakari Johnson,2018,,,,572788.0,,,,,
Dakari Johnson,2020,,,,,,559883.0,,,
Dakota Mathias,2020,,,,,,104968.0,,,
Dakota Mathias,2021,,,,,,,197915.0,,
Dalano Banton,2021,,,,,,,1069919.0,,
Dalano Banton,2022,,,,,,,,1657779.0,
Dalano Banton,2023,,,,,,,,,2079719.0
Dalen Terry,2022,,,,,,,,3383803.0,
Dalen Terry,2023,,,,,,,,,3450324.0
Damian Jones,2016,,1527167.0,,,,,,,
Damian Jones,2017,,,1683531.0,,,,,,
Damian Jones,2018,,,,1926214.0,,,,,
Damian Jones,2019,,,,,2827292.0,,,,
Damian Jones,2020,,,,,,1812540.0,,,
Damian Jones,2021,,,,,,,2286111.0,,
Damian Jones,2022,,,,,,,,2436950.0,
Damian Jones,2023,,,,,,,,,2663525.0
Damian Lillard,2015,5577213.0,,,,,,,,
Damian Lillard,2016,,31712913.0,,,,,,,
Damian Lillard,2017,,,33543453.0,,,,,,
Damian Lillard,2018,,,,34882040.0,,,,,
Damian Lillard,2019,,,,,36554362.0,,,,
Damian Lillard,2020,,,,,,38543497.0,,,
Damian Lillard,2021,,,,,,,45496378.0,,
Damian Lillard,2022,,,,,,,,45054279.0,
Damian Lillard,2023,,,,,,,,,46996232.0
Damien Inglis,2015,1125636.0,,,,,,,,
Damien Wilkins,2017,,,1273214.0,,,,,,
Damion Lee,2016,,65176.0,,,,,,,
Damion Lee,2017,,,177302.0,,,,,,
Damion Lee,2018,,,,96313.0,,,,,
Damion Lee,2019,,,,,1033165.0,,,,
Damion Lee,2020,,,,,,2148304.0,,,
Damion Lee,2021,,,,,,,2209618.0,,
Damion Lee,2022,,,,,,,,2261889.0,
Damion Lee,2023,,,,,,,,,2603356.0
Damjan Rudez,2015,1513355.0,,,,,,,,
Damjan Rudez,2016,,1278024.0,,,,,,,
Damyean Dotson,2017,,,1410840.0,,,,,,
Damyean Dotson,2018,,,,1718365.0,,,,,
Damyean Dotson,2019,,,,,1985213.0,,,,
Damyean Dotson,2020,,,,,,2437382.0,,,
Damyean Dotson,2021,,,,,,,237816.0,,
Daniel Gafford,2019,,,,,1101831.0,,,,
Daniel Gafford,2020,,,,,,1849950.0,,,
Daniel Gafford,2021,,,,,,,2061329.0,,
Daniel Gafford,2022,,,,,,,,2047077.0,
Daniel Gafford,2023,,,,,,,,,12770512.0
Daniel Hamilton,2017,,,99079.0,,,,,,
Daniel Hamilton,2018,,,,1682384.0,,,,,
Daniel Ochefu,2016,,708432.0,,,,,,,
Daniel Ochefu,2017,,,64129.0,,,,,,
Daniel Oturu,2020,,,,,,1094762.0,,,
Daniel Oturu,2021,,,,,,,1854270.0,,
Daniel Theis,2017,,,1046093.0,,,,,,
Daniel Theis,2018,,,,1718365.0,,,,,
Daniel Theis,2019,,,,,6132804.0,,,,
Daniel Theis,2020,,,,,,6093457.0,,,
Daniel Theis,2021,,,,,,,9574963.0,,
Daniel Theis,2022,,,,,,,,9218535.0,
Daniel Theis,2023,,,,,,,,,9379032.0
Danilo Gallinari,2015,18431473.0,,,,,,,,
Danilo Gallinari,2016,,19618176.0,,,,,,,
Danilo Gallinari,2017,,,26369382.0,,,,,,
Danilo Gallinari,2018,,,,26914974.0,,,,,
Danilo Gallinari,2019,,,,,27739361.0,,,,
Danilo Gallinari,2020,,,,,,23764483.0,,,
Danilo Gallinari,2021,,,,,,,23676215.0,,
Danilo Gallinari,2022,,,,,,,,20653350.0,
Danilo Gallinari,2023,,,,,,,,,8083317.0
Danny Granger,2015,2764721.0,,,,,,,,
Danny Green,2015,13165338.0,,,,,,,,
Danny Green,2016,,13035333.0,,,,,,,
Danny Green,2017,,,12825825.0,,,,,,
Danny Green,2018,,,,12467806.0,,,,,
Danny Green,2019,,,,,17949673.0,,,,
Danny Green,2020,,,,,,18726233.0,,,
Danny Green,2021,,,,,,,11563475.0,,
Danny Green,2022,,,,,,,,12416532.0,
Danny Green,2023,,,,,,,,,208078.0
Dante Cunningham,2015,3752121.0,,,,,,,,
Dante Cunningham,2016,,3910600.0,,,,,,,
Dante Cunningham,2017,,,2949939.0,,,,,,
Dante Cunningham,2018,,,,3100743.0,,,,,
Dante Exum,2015,4973496.0,,,,,,,,
Dante Exum,2016,,5136338.0,,,,,,,
Dante Exum,2017,,,6403145.0,,,,,,
Dante Exum,2018,,,,13215874.0,,,,,
Dante Exum,2019,,,,,11774985.0,,,,
Dante Exum,2020,,,,,,11699437.0,,,
Dante Exum,2023,,,,,,,,,3089141.0
Danuel House,2016,,708432.0,,,,,,,
Danuel House,2017,,,99079.0,,,,,,
Danuel House,2018,,,,308985.0,,,,,
Danuel House,2019,,,,,4342025.0,,,,
Danuel House,2020,,,,,,4529876.0,,,
Danuel House,2021,,,,,,,5778758.0,,
Danuel House,2022,,,,,,,,4352482.0,
Danuel House,2023,,,,,,,,,4438324.0
Dario Saric,2016,,3021955.0,,,,,,,
Dario Saric,2017,,,3107133.0,,,,,,
Dario Saric,2018,,,,3150415.0,,,,,
Dario Saric,2019,,,,,4270866.0,,,,
Dario Saric,2020,,,,,,11272895.0,,,
Dario Saric,2021,,,,,,,9840517.0,,
Dario Saric,2022,,,,,,,,9797061.0,
Dario Saric,2023,,,,,,,,,2790369.0
Dariq Whitehead,2023,,,,,,,,,3054172.0
Darius Bazley,2019,,,,,2802446.0,,,,
Darius Bazley,2020,,,,,,2923835.0,,,
Darius Bazley,2021,,,,,,,2905947.0,,
Darius Bazley,2022,,,,,,,,4521733.0,
Darius Bazley,2023,,,,,,,,,642978.0
Darius Days,2022,,,,,,,,539571.0,
Darius Garland,2019,,,,,7851118.0,,,,
Darius Garland,2020,,,,,,8190484.0,,,
Darius Garland,2021,,,,,,,8141704.0,,
Darius Garland,2022,,,,,,,,9458610.0,
Darius Garland,2023,,,,,,,,,35015681.0
Darius Miller,2017,,,2693423.0,,,,,,
Darius Miller,2018,,,,2749151.0,,,,,
Darius Miller,2019,,,,,8892566.0,,,,
Darius Miller,2020,,,,,,8530840.0,,,
Darrell Arthur,2015,3704726.0,,,,,,,,
Darrell Arthur,2016,,10519742.0,,,,,,,
Darrell Arthur,2017,,,9574365.0,,,,,,
Darrell Arthur,2018,,,,9307107.0,,,,,
Darren Collison,2015,6600520.0,,,,,,,,
Darren Collison,2016,,6816767.0,,,,,,,
Darren Collison,2017,,,12825825.0,,,,,,
Darren Collison,2018,,,,12467806.0,,,,,
Darren Collison,2021,,,,,,,175557.0,,
Darrun Hilliard,2015,789920.0,,,,,,,,
Darrun Hilliard,2016,,1140117.0,,,,,,,
Darrun Hilliard,2017,,,99079.0,,,,,,
Daryl Macon,2018,,,,96313.0,,,,,
Daulton Hommes,2021,,,,,,,193692.0,,
David Duke,2021,,,,,,,534959.0,,
David Duke,2022,,,,,,,,563312.0,
David Duke,2023,,,,,,,,,407466.0
David Johnson,2021,,,,,,,534959.0,,
David Lee,2015,22540080.0,,,,,,,,
David Lee,2016,,2022639.0,,,,,,,
David Nwaba,2016,,95846.0,,,,,,,
David Nwaba,2017,,,1683531.0,,,,,,
David Nwaba,2018,,,,1885881.0,,,,,
David Nwaba,2019,,,,,1107720.0,,,,
David Nwaba,2020,,,,,,2222896.0,,,
David Nwaba,2021,,,,,,,5377016.0,,
David Nwaba,2022,,,,,,,,5324766.0,
David Roddy,2022,,,,,,,,2744703.0,
David Roddy,2023,,,,,,,,,2799009.0
David Stockton,2017,,,247297.0,,,,,,
David West,2015,1973730.0,,,,,,,,
David West,2016,,2022639.0,,,,,,,
David West,2017,,,2986688.0,,,,,,
Davion Mitchell,2021,,,,,,,5322898.0,,
Davion Mitchell,2022,,,,,,,,5125008.0,
Davion Mitchell,2023,,,,,,,,,5214100.0
Davis Bertans,2016,,708432.0,,,,,,,
Davis Bertans,2017,,,1683531.0,,,,,,
Davis Bertans,2018,,,,8727464.0,,,,,
Davis Bertans,2019,,,,,8585926.0,,,,
Davis Bertans,2020,,,,,,18280371.0,,,
Davis Bertans,2021,,,,,,,18501560.0,,
Davis Bertans,2022,,,,,,,,16964608.0,
Davis Bertans,2023,,,,,,,,,17505137.0
Davon Reed,2017,,,1046093.0,,,,,,
Davon Reed,2018,,,,937889.0,,,,,
Davon Reed,2021,,,,,,,615637.0,,
Davon Reed,2022,,,,,,,,2016808.0,
Day'Ron Sharpe,2021,,,,,,,2323287.0,,
Day'Ron Sharpe,2022,,,,,,,,2236656.0,
Day'Ron Sharpe,2023,,,,,,,,,2275709.0
De'Aaron Fox,2017,,,5911679.0,,,,,,
De'Aaron Fox,2018,,,,6821036.0,,,,,
De'Aaron Fox,2019,,,,,7841109.0,,,,
De'Aaron Fox,2020,,,,,,9870946.0,,,
De'Aaron Fox,2021,,,,,,,32497412.0,,
De'Aaron Fox,2022,,,,,,,,32181628.0,
De'Aaron Fox,2023,,,,,,,,,33568737.0
De'Andre Hunter,2019,,,,,8669774.0,,,,
De'Andre Hunter,2020,,,,,,9045127.0,,,
De'Andre Hunter,2021,,,,,,,8991064.0,,
De'Andre Hunter,2022,,,,,,,,10428866.0,
De'Andre Hunter,2023,,,,,,,,,20686218.0
De'Anthony Melton,2018,,,,1183194.0,,,,,
De'Anthony Melton,2019,,,,,1737855.0,,,,
De'Anthony Melton,2020,,,,,,11664963.0,,,
De'Anthony Melton,2021,,,,,,,10182768.0,,
De'Anthony Melton,2022,,,,,,,,8747376.0,
De'Anthony Melton,2023,,,,,,,,,8237711.0
DeAndre Bembry,2016,,1954987.0,,,,,,,
DeAndre Bembry,2017,,,2010063.0,,,,,,
