fullName,Season_x,Team,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,gamesPlayed,winPercentage,Player,Season_y,SeasonYear,Salary,Year,TS_Percentage,Simple_PER,TeamSalaryCommitment
Aaron Gordon,2019,Orlando,33.04651162790697,15.551724137931034,3.5977011494252875,0.6896551724137931,0.735632183908046,13.229885057471265,5.896551724137931,0.4390459770114943,4.379310344827586,1.5172413793103448,0.3251034482758621,3.218390804597701,2.2413793103448274,0.5635172413793104,5.574712643678161,1.6896551724137931,7.264367816091954,2.2413793103448274,2.045977011494253,0.27586206896551724,88,0.4772727272727273,Aaron Gordon,2019,2019/20,24363960.0,2019,0.5309213624234814,0.909654848859877,
Aaron Gordon,2020,Orlando,31.136363636363637,13.661764705882353,3.411764705882353,0.5588235294117647,0.8088235294117647,12.058823529411764,5.147058823529412,0.41248529411764706,3.7941176470588234,1.1176470588235294,0.25929411764705884,3.323529411764706,2.25,0.579764705882353,5.602941176470588,1.588235294117647,7.1911764705882355,1.8970588235294117,1.5441176470588236,-1.4852941176470589,68,0.4852941176470588,Aaron Gordon,2020,2020/21,22102631.0,2020,0.5051988166710172,0.9086217260626878,
Aaron Gordon,2021,Denver,26.62857142857143,10.428571428571429,2.1714285714285713,0.4857142857142857,0.6285714285714286,8.714285714285714,4.171428571428572,0.46371428571428575,2.4857142857142858,0.7428571428571429,0.2876,1.9714285714285715,1.3428571428571427,0.49237142857142857,3.2285714285714286,1.6857142857142857,4.914285714285715,1.8,1.2571428571428571,1.2571428571428571,35,0.6571428571428571,Aaron Gordon,2021,2021/22,18974611.0,2021,0.5441913167938932,0.7624463519313304,
Aaron Gordon,2021,Orlando,27.375,13.13888888888889,3.5277777777777777,0.6666666666666666,0.5833333333333334,10.416666666666666,4.611111111111111,0.3860277777777778,3.7222222222222223,1.4444444444444444,0.3382777777777778,3.7777777777777777,2.4722222222222223,0.548,4.527777777777778,1.4722222222222223,6.0,1.7777777777777777,2.0833333333333335,-0.3888888888888889,36,0.3611111111111111,Aaron Gordon,2021,2021/22,18974611.0,2021,0.5438782080765339,0.9362760020294266,
Aaron Gordon,2022,Denver,30.845238095238095,14.494117647058824,2.4823529411764707,0.6,0.5529411764705883,10.823529411764707,5.517647058823529,0.5049529411764706,3.376470588235294,1.1058823529411765,0.3234705882352941,3.1882352941176473,2.3529411764705883,0.5831764705882353,4.08235294117647,1.7058823529411764,5.788235294117647,1.9764705882352942,1.6705882352941177,3.8,85,0.5647058823529412,Aaron Gordon,2022,2022/23,21938322.0,2022,0.5927408490820214,0.8255636025154948,
Aaron Gordon,2023,Denver,30.347826086956523,15.279569892473118,2.838709677419355,0.7096774193548387,0.7419354838709677,10.634408602150538,5.89247311827957,0.5520322580645162,2.3978494623655915,0.8602150537634409,0.302494623655914,4.236559139784946,2.6344086021505375,0.5656129032258064,3.967741935483871,2.3870967741935485,6.354838709677419,2.064516129032258,1.3225806451612903,7.612903225806452,93,0.6881720430107527,Aaron Gordon,2023,2023/24,21898084.0,2023,0.6112564093740321,0.9384385494654466,
Aaron Gray,2015,Detroit,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,Aaron Gray,2015,2015/16,1785412.0,2015,0.0,,
Aaron Harrison,2016,Charlotte,5.586206896551724,0.6190476190476191,0.1111111111111111,0.0,0.14285714285714285,0.6190476190476191,0.19047619047619047,0.10823809523809523,0.31746031746031744,0.14285714285714285,0.1163968253968254,0.2222222222222222,0.09523809523809523,0.031746031746031744,0.30158730158730157,0.06349206349206349,0.36507936507936506,0.2857142857142857,0.12698412698412698,-0.3492063492063492,63,0.6031746031746031,Aaron Harrison,2016,2016/17,476166.0,2016,0.4317980513728964,0.2429453262786596,
Aaron Harrison,2017,Charlotte,8.777777777777779,0.9523809523809523,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.9523809523809523,0.23809523809523808,0.08661904761904762,0.23809523809523808,0.0,0.0,0.8095238095238095,0.47619047619047616,0.10714285714285714,0.5714285714285714,0.047619047619047616,0.6190476190476191,0.19047619047619047,0.19047619047619047,-1.4285714285714286,21,0.5238095238095238,Aaron Harrison,2017,2017/18,223900.0,2017,0.363901018922853,0.22405063291139235,
Aaron Holiday,2019,Indiana,11.836363636363636,3.590909090909091,0.9886363636363636,0.1590909090909091,0.23863636363636365,3.147727272727273,1.2840909090909092,0.25475,1.5113636363636365,0.5340909090909091,0.18853409090909093,0.5909090909090909,0.48863636363636365,0.17064772727272726,0.7386363636363636,0.056818181818181816,0.7954545454545454,0.8522727272727273,0.4659090909090909,1.1704545454545454,90,0.5555555555555556,Aaron Holiday,2019,2019/20,2746515.0,2019,0.5268774176337201,0.5292818740399385,
Aaron Holiday,2020,Indiana,22.73015873015873,8.375,2.861111111111111,0.20833333333333334,0.6666666666666666,7.680555555555555,3.0972222222222223,0.3418472222222222,3.1666666666666665,1.1805555555555556,0.2874027777777778,1.1527777777777777,1.0,0.3330972222222222,1.6388888888888888,0.3333333333333333,1.9722222222222223,1.5972222222222223,1.1805555555555556,1.1944444444444444,72,0.6111111111111112,Aaron Holiday,2020,2020/21,2858611.0,2020,0.511433030261908,0.6760474860335196,
Aaron Holiday,2021,Indiana,18.91566265060241,7.068181818181818,2.022727272727273,0.18181818181818182,0.7272727272727273,6.318181818181818,2.5681818181818183,0.3696818181818182,2.5454545454545454,0.9659090909090909,0.3518636363636363,1.1931818181818181,0.9659090909090909,0.35625,1.2272727272727273,0.19318181818181818,1.4204545454545454,1.5681818181818181,1.0568181818181819,0.26136363636363635,88,0.45454545454545453,Aaron Holiday,2021,2021/22,4602900.0,2021,0.5164397210229159,0.6532585408222352,
Aaron Holiday,2022,Phoenix,13.0,4.358974358974359,2.1538461538461537,0.02564102564102564,0.5384615384615384,3.5384615384615383,1.5128205128205128,0.3366153846153846,1.1025641025641026,0.5384615384615384,0.3108974358974359,0.8717948717948718,0.7948717948717948,0.21428205128205127,1.0256410256410255,0.46153846153846156,1.4871794871794872,0.8461538461538461,0.717948717948718,1.9743589743589745,39,0.6666666666666666,Aaron Holiday,2022,2022/23,2086832.0,2022,0.5557008368200836,0.7416173570019722,
Aaron Holiday,2022,Washington,15.755555555555556,5.647058823529412,1.7254901960784315,0.17647058823529413,0.5294117647058824,4.7254901960784315,2.235294117647059,0.41180392156862744,1.4509803921568627,0.5098039215686274,0.2350392156862745,0.8431372549019608,0.6666666666666666,0.258156862745098,1.411764705882353,0.21568627450980393,1.6274509803921569,1.3333333333333333,0.9215686274509803,-2.1372549019607843,51,0.4117647058823529,Aaron Holiday,2022,2022/23,2086832.0,2022,0.554016620498615,0.6660582427611383,
Aaron Holiday,2023,Atlanta,13.208955223880597,3.0434782608695654,1.0543478260869565,0.13043478260869565,0.44565217391304346,2.652173913043478,1.141304347826087,0.27856521739130435,1.0326086956521738,0.44565217391304346,0.2289891304347826,0.3695652173913043,0.31521739130434784,0.14855434782608695,0.6630434782608695,0.2826086956521739,0.9456521739130435,0.8804347826086957,0.45652173913043476,0.5217391304347826,92,0.4891304347826087,Aaron Holiday,2023,2023/24,2416341.0,2023,0.5406240345999384,0.48180422500614106,
Aaron Nesmith,2021,Boston,14.277777777777779,3.2151898734177213,0.31645569620253167,0.1518987341772152,0.22784810126582278,2.6962025316455698,1.139240506329114,0.2430759493670886,1.6962025316455696,0.5949367088607594,0.19029113924050634,0.4177215189873418,0.34177215189873417,0.14451898734177215,1.4936708860759493,0.4430379746835443,1.9367088607594938,1.2531645569620253,0.3924050632911392,-0.3291139240506329,79,0.4810126582278481,Aaron Nesmith,2021,2021/22,4198929.0,2021,0.5581926863572432,0.44142244988425344,
Aaron Nesmith,2022,Boston,9.309859154929578,2.6145833333333335,0.3125,0.09375,0.23958333333333334,2.3854166666666665,0.9583333333333334,0.21972916666666667,1.4791666666666667,0.4166666666666667,0.14095833333333332,0.34375,0.28125,0.13020833333333334,0.9583333333333334,0.21875,1.1770833333333333,0.8541666666666666,0.375,0.25,96,0.6145833333333334,Aaron Nesmith,2022,2022/23,4033717.0,2022,0.5153580814717478,0.5061838124054463,
Aaron Nesmith,2023,Indiana,24.04,9.569620253164556,1.240506329113924,0.43037974683544306,0.6962025316455697,7.620253164556962,3.240506329113924,0.38543037974683547,4.063291139240507,1.481012658227848,0.3037721518987342,1.9113924050632911,1.6075949367088607,0.5149240506329115,2.7848101265822787,0.7848101265822784,3.569620253164557,2.9873417721518987,0.9493670886075949,-2.3544303797468356,79,0.43037974683544306,Aaron Nesmith,2023,2023/24,5801673.0,2023,0.5654957812219495,0.6999936814170475,
